,Company,Memory_Structure_Categories,Gpu_Type,Gpu_Company,OpSys,Cpu_Company,Inches,CPU_Frequency_Numeric,Ram_Numeric,Size_Numeric,Weight_Numeric,Price_dollars
454,Dell,HDD,Radeon R5 M430,AMD,Linux,Intel,15.6,2.7,8 MB,1000MB,2.2,660$
455,Lenovo,SSD,Radeon 530,AMD,Windows 10,AMD,15.6,3.6,6 MB,256MB,2.2,657$
456,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.2,657$
457,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,8 MB,128MB,2.2,648$
458,Acer,HDD,Radeon RX 540,AMD,Windows 10,AMD,15.6,2.5,8 MB,1000MB,2.2,637$
459,Lenovo,HDD,GeForce 920MX ,Nvidia,Windows 10,Intel,15.6,2,4 MB,1000MB,2.2,637$
460,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,6 MB,256MB,2.2,637$
461,Asus,Hybrid,Radeon R5 M430,AMD,Windows 10,AMD,15.6,2.5,4 MB,128MB,2.2,
462,Acer,SSD,GeForce MX130,Nvidia,Windows 10,Intel,15.6,2.7,4 MB,256MB,2.2,629$
463,Lenovo,HDD,GeForce 940MX,Nvidia,No OS,Intel,15.6,2.5,8 MB,2000MB,2.2,604$
464,Lenovo,SSD,Radeon 530,AMD,Windows 10,AMD,15.6,3.6,6 MB,256MB,2.2,604$
465,Lenovo,SSD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,8 MB,256MB,2.2,604$
466,Dell,HDD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2,4 MB,1000MB,2.2,600$
467,Lenovo,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4 MB,500MB,2.2,589$
468,Acer,HDD,GeForce MX130,Nvidia,Windows 10,Intel,15.6,2.7,4 MB,1000MB,2.2,583$
469,Lenovo,HDD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,8 MB,2000MB,2.2,571$
470,Lenovo,HDD,GeForce 940MX,Nvidia,No OS,Intel,15.6,2.4,8 MB,1000MB,2.2,549$
471,Lenovo,HDD,GeForce 920MX,Nvidia,No OS,Intel,15.6,2.5,4 MB,1000MB,2.2,549$
472,Lenovo,SSD,GeForce 920MX ,Nvidia,No OS,Intel,15.6,2,8 MB,256MB,2.2,549$
473,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,128MB,2.2,549$
474,Dell,SSD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2,4 MB,256MB,2.2,549$
475,Dell,SSD,Radeon R5 M430,AMD,Linux,Intel,15.6,2,4 MB,256MB,2.2,534$
476,Lenovo,HDD,Radeon R5 M430,AMD,No OS,Intel,15.6,2,4 MB,1000MB,2.2,527$
477,Lenovo,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4 MB,1000MB,2.2,516$
478,Acer,HDD,GeForce GTX 940MX,Nvidia,Windows 10,Intel,15.6,2,4 MB,500MB,2.2,516$
479,Lenovo,HDD,GeForce 920MX ,Nvidia,Windows 10,Intel,15.6,2,4 MB,1000MB,2.2,515$
480,Lenovo,SSD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,4 MB,128MB,2.2,515$
481,Lenovo,HDD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,4 MB,1000MB,2.2,514$
482,Lenovo,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,8 MB,1000MB,2.2,505$
483,Lenovo,HDD,GeForce 920MX ,Nvidia,No OS,Intel,15.6,2,8 MB,2000MB,2.2,505$
484,Dell,HDD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2,4 MB,1000MB,2.2,494$
485,Lenovo,SSD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4 MB,256MB,2.2,488$
486,Dell,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,4 MB,500MB,2.2,488$
487,Lenovo,HDD,Radeon R7,AMD,Windows 10,AMD,15.6,3.6,8 MB,1000MB,2.2,472$
488,Lenovo,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,4 MB,500MB,2.2,461$
489,Lenovo,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,500MB,2.2,450$
490,Lenovo,SSD,R4 Graphics,AMD,Windows 10,AMD,15.6,2.5,4 MB,128MB,2.2,439$
491,Lenovo,SSD,Radeon 530,AMD,Windows 10,AMD,15.6,2.9,4 MB,256MB,2.2,439$
492,Dell,HDD,HD Graphics,Intel,Linux,Intel,15.6,1.6,4 MB,500MB,2.2,433$
493,Dell,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,2 MB,500MB,2.2,417$
494,Dell,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,2 MB,500MB,2.2,417$
495,Dell,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,2 MB,500MB,2.2,417$
496,Asus,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,4 MB,500MB,2.2,406$
497,Asus,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,4 MB,500MB,2.2,406$
498,Asus,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,4 MB,500MB,2.2,406$
499,Asus,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,4 MB,500MB,2.2,406$
500,Dell,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,1.6,4 MB,500MB,2.2,406$
501,Lenovo,SSD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4 MB,128MB,2.2,406$
502,Lenovo,HDD,HD Graphics 505,Intel,No OS,Intel,15.6,1.1,4 MB,1000MB,2.2,396$
503,Acer,Flash,HD Graphics,Intel,Chrome OS,Intel,15.6,1.5,4 MB,16MB,2.2,395$
504,Lenovo,SSD,Radeon R2 Graphics,AMD,Windows 10,AMD,15.6,2.2,4 MB,128MB,2.2,384$
505,Lenovo,SSD,HD Graphics 505,Intel,Windows 10,Intel,15.6,1.1,4 MB,128MB,2.2,384$
506,Lenovo,HDD,HD Graphics 505,Intel,Windows 10,Intel,15.6,1.1,4 MB,500MB,2.2,378$
507,Lenovo,HDD,HD Graphics 405,Intel,No OS,Intel,15.6,1.6,8 MB,1000MB,2.2,362$
508,Dell,HDD,HD Graphics,Intel,Linux,Intel,15.6,1.6,4 MB,500MB,2.2,356$
509,Lenovo,HDD,HD Graphics 500,Intel,No OS,Intel,15.6,1.1,4 MB,1000MB,2.2,354$
510,Lenovo,HDD,Radeon R4 Graphics,AMD,No OS,AMD,15.6,2.9,4 MB,500MB,2.2,340$
511,Lenovo,HDD,HD Graphics 505,Intel,Windows 10,Intel,15.6,1.1,4 MB,1000MB,2.2,340$
512,Lenovo,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,4 MB,1000MB,2.2,337$
513,Lenovo,HDD,Radeon R2 Graphics,AMD,Windows 10,AMD,15.6,2.2,4 MB,500MB,2.2,329$
514,Dell,HDD,HD Graphics,Intel,Linux,Intel,15.6,1.6,4 MB,500MB,2.2,302$
515,Acer,SSD,HD Graphics,Intel,Chrome OS,Intel,15.6,1.5,4 MB,16MB,2.2,230$
516,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.191,1099$
517,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,12 MB,512MB,2.19,1429$
518,HP,HDD,Radeon R5 M330,AMD,Windows 10,Intel,15.6,2.5,6 MB,1000MB,2.19,840$
519,HP,HDD,Radeon R5 M330,AMD,Windows 10,Intel,15.6,2.5,6 MB,1000MB,2.19,840$
520,HP,HDD,Radeon R5 M330,AMD,Windows 10,Intel,15.6,2.5,6 MB,1000MB,2.19,840$
521,Lenovo,HDD,Radeon R4,AMD,Windows 10,AMD,15.6,2,4 MB,500MB,2.19,328$
522,Acer,SSD,HD Graphics,Intel,Chrome OS,Intel,15.6,1.5,2 MB,16MB,2.19,219$
523,Lenovo,SSD,Quadro M520M,Nvidia,Windows 7,Intel,15.6,2.5,16 MB,512MB,2.18,2041$
524,Dell,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,256MB,2.18,1111$
525,Dell,Hybrid,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.5,4 MB,128MB,2.18,1004$
526,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.18,920$
527,HP,HDD,GeForce GTX 960M,Nvidia,Windows 10,Intel,15.6,2.6,6 MB,1000MB,2.18,879$
528,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.18,875$
529,Dell,SSD,Radeon R5 M420,AMD,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.18,869$
530,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.18,825$
531,Dell,SSD,Radeon R5 M420,AMD,Windows 10,Intel,15.6,2.7,4 MB,256MB,2.18,813$
532,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,128MB,2.18,785$
533,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,1000MB,2.18,779$
534,Dell,HDD,Radeon R5 M420,AMD,Windows 10,Intel,15.6,2.5,4 MB,1000MB,2.18,753$
535,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,1000MB,2.18,723$
536,Dell,HDD,Radeon R5 M420,AMD,Windows 10,Intel,15.6,2,4 MB,1000MB,2.18,680$
537,Dell,HDD,Radeon R5 M420X,AMD,Windows 10,Intel,15.6,2,4 MB,1000MB,2.18,675$
538,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4 MB,1000MB,2.18,645$
539,Dell,SSD,Radeon R5 M420,AMD,Linux,Intel,15.6,2.5,4 MB,128MB,2.18,626$
540,Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,1000MB,2.18,614$
541,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4 MB,128MB,2.18,602$
542,Dell,HDD,HD Graphics 520,Intel,Linux,Intel,15.6,2.5,4 MB,1000MB,2.18,574$
543,Dell,HDD,Radeon R5 M420,AMD,Linux,Intel,15.6,2,4 MB,1000MB,2.18,512$
544,Dell,HDD,Radeon R5 M420X,AMD,Linux,Intel,15.6,2,4 MB,1000MB,2.18,501$
545,Dell,HDD,HD Graphics 520,Intel,Linux,Intel,15.6,2,4 MB,1000MB,2.18,488$
546,Dell,SSD,Quadro M620,Nvidia,Windows 10,Intel,15.6,2.7,16 MB,512MB,2.17,2572$
547,Dell,SSD,Quadro M620,Nvidia,Windows 10,Intel,15.6,2.7,16 MB,256MB,2.17,2173$
548,Lenovo,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,8 MB,256MB,2.17,989$
549,Dell,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,1.8,8 MB,512MB,2.16,1388$
550,Dell,Hybrid,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,1.8,8 MB,256MB,2.16,1243$
551,Acer,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,12 MB,1000MB,2.15,725$
552,Lenovo,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2.3,4 MB,1000MB,2.15,509$
553,Dell,SSD,Radeon 520,AMD,Linux,Intel,15.6,1.8,8 MB,256MB,2.14,809$
554,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.14,594$
555,Dell,SSD,Radeon 520,AMD,Windows 10,Intel,15.6,1.8,8 MB,256MB,2.13,845$
556,Dell,SSD,Radeon 520,AMD,Windows 10,Intel,15.6,1.6,8 MB,256MB,2.13,801$
557,Asus,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,128MB,2.1,2089$
558,Lenovo,SSD,Radeon RX 550,AMD,Windows 10,Intel,15.6,1.8,8 MB,256MB,2.1,1353$
559,HP,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,16 MB,512MB,2.1,1275$
560,Asus,Hybrid,GeForce 150MX,Nvidia,Windows 10,Intel,17.3,1.8,8 MB,128MB,2.1,1260$
561,Lenovo,Hybrid,Radeon RX 550,AMD,Windows 10,Intel,15.6,1.6,8 MB,256MB,2.1,1259$
562,HP,HDD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,8 MB,1000MB,2.1,992$
563,HP,SSD,GeForce 930MX ,Nvidia,Windows 10,Intel,15.6,1.6,8 MB,256MB,2.1,967$
564,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4 MB,256MB,2.1,954$
565,HP,HDD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,8 MB,1000MB,2.1,873$
566,Toshiba,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4 MB,500MB,2.1,858$
567,HP,HDD,Radeon 530,AMD,Windows 10,Intel,15.6,2.7,8 MB,1000MB,2.1,820$
568,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,4 MB,500MB,2.1,794$
569,HP,HDD,GeForce 930MX ,Nvidia,Windows 10,Intel,15.6,2.4,8 MB,1000MB,2.1,788$
570,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4 MB,128MB,2.1,776$
571,HP,HDD,Radeon 530,AMD,Windows 10,Intel,15.6,2.7,4 MB,500MB,2.1,758$
572,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4 MB,500MB,2.1,735$
573,HP,Hybrid,Radeon 520,AMD,Windows 10,AMD,15.6,3,6 MB,128MB,2.1,715$
574,Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,1000MB,2.1,684$
575,Toshiba,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4 MB,500MB,2.1,662$
576,Acer,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,256MB,2.1,659$
577,Lenovo,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4 MB,500MB,2.1,594$
578,HP,HDD,Radeon 530,AMD,Windows 10,AMD,15.6,2.7,6 MB,1000MB,2.1,582$
579,Asus,HDD,GeForce 920,Nvidia,Linux,Intel,15.6,2.5,4 MB,1000MB,2.1,571$
580,HP,Hybrid,Radeon 520,AMD,Windows 10,Intel,15.6,2,4 MB,128MB,2.1,549$
581,Toshiba,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.1,4 MB,128MB,2.1,548$
582,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4 MB,128MB,2.1,542$
583,Lenovo,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,500MB,2.1,539$
584,HP,HDD,Radeon 520,AMD,Windows 10,AMD,15.6,3,4 MB,1000MB,2.1,538$
585,Acer,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,6 MB,1000MB,2.1,527$
586,HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,1000MB,2.1,526$
587,HP,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2.3,4 MB,500MB,2.1,525$
588,HP,HDD,Radeon 520,AMD,Windows 10,Intel,15.6,2,4 MB,1000MB,2.1,516$
589,Acer,SSD,Radeon R5,AMD,Windows 10,AMD,15.6,3,4 MB,256MB,2.1,496$
590,Acer,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,128MB,2.1,494$
591,Toshiba,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.2,4 MB,500MB,2.1,492$
592,Acer,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,1000MB,2.1,492$
593,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,128MB,2.1,472$
594,Acer,SSD,Radeon R5,AMD,Windows 10,AMD,15.6,3,4 MB,128MB,2.1,469$
595,Acer,SSD,HD Graphics 520,Intel,Linux,Intel,15.6,2,4 MB,128MB,2.1,453$
596,Acer,HDD,Radeon R5,AMD,Windows 10,AMD,15.6,3,6 MB,1000MB,2.1,450$
597,Acer,HDD,Radeon R5,AMD,Windows 10,AMD,15.6,3,4 MB,500MB,2.1,440$
598,HP,HDD,Radeon R4,AMD,Windows 10,AMD,15.6,2.5,4 MB,1000MB,2.1,438$
599,Lenovo,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2.3,4 MB,500MB,2.1,438$
600,Acer,HDD,Radeon R5,AMD,Windows 10,AMD,15.6,3,4 MB,1000MB,2.1,435$
601,Acer,HDD,HD Graphics 520,Intel,Linux,Intel,15.6,2,4 MB,1000MB,2.1,429$
602,Acer,HDD,HD Graphics 520,Intel,Windows 10,Intel,14,2,8 MB,1000MB,2.1,428$
603,Acer,HDD,HD Graphics 620,Intel,Linux,Intel,15.6,2.7,4 MB,1000MB,2.1,404$
604,Acer,HDD,HD Graphics 505,Intel,Windows 10,Intel,15.6,1.1,4 MB,1000MB,2.1,400$
605,HP,HDD,Radeon R2,AMD,Windows 10,AMD,15.6,1.5,4 MB,500MB,2.1,384$
606,HP,HDD,HD Graphics 520,Intel,No OS,Intel,15.6,2,4 MB,500MB,2.1,384$
607,Acer,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,1.1,4 MB,1000MB,2.1,383$
608,HP,HDD,HD Graphics 400,Intel,Windows 10,Intel,15.6,1.6,4 MB,500MB,2.1,382$
609,Acer,HDD,HD Graphics 500,Intel,Windows 10,Intel,15.6,2,4 MB,500MB,2.1,366$
610,HP,HDD,Radeon R2,AMD,Windows 10,AMD,15.6,1.5,4 MB,500MB,2.1,363$
611,Lenovo,HDD,HD Graphics 510,Intel,Windows 10,Intel,15.6,1.6,4 MB,500MB,2.1,350$
612,Lenovo,HDD,HD Graphics 500,Intel,Windows 10,Intel,14,1.1,4 MB,500MB,2.1,329$
613,Acer,HDD,HD Graphics 505,Intel,Linux,Intel,15.6,1.1,4 MB,1000MB,2.1,328$
614,Acer,HDD,HD Graphics 500,Intel,Linux,Intel,15.6,2,4 MB,1000MB,2.1,299$
615,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,16 MB,512MB,2.09,1297$
616,Dell,SSD,HD Graphics 520,Intel,Windows 7,Intel,15.6,2.4,8 MB,256MB,2.09,1169$
617,Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.4,8 MB,500MB,2.09,1151$
618,Dell,HDD,HD Graphics 520,Intel,Linux,Intel,15.6,2.3,4 MB,500MB,2.09,576$
619,Lenovo,SSD,Radeon R7 M460,AMD,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.08,1055$
620,Dell,HDD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,8 MB,1000MB,2.08,901$
621,Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4 MB,1000MB,2.08,876$
622,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15,2.4,4 MB,500MB,2.08,560$
623,HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4 MB,500MB,2.07,1001$
624,HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4 MB,500MB,2.07,715$
625,Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,32 MB,1000MB,2.06,2903$
626,Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,1000MB,2.06,2639$
627,Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,512MB,2.06,2637$
628,Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,512MB,2.06,2230$
629,Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,512MB,2.06,2089$
630,Dell,SSD,Quadro M620,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,256MB,2.06,1939$
631,Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.06,1924$
632,Asus,Hybrid,HD Graphics 530,Intel,Windows 10,Intel,15.6,2.6,12 MB,128MB,2.06,1429$
633,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.06,1051$
634,Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4 MB,500MB,2.06,530$
635,Lenovo,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,8 MB,256MB,2.05,968$
636,Lenovo,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,8 MB,256MB,2.05,813$
637,Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,4 MB,500MB,2.05,754$
638,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,4 MB,128MB,2.05,693$
639,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8 MB,1000MB,2.05,658$
640,Dell,SSD,GeForce 960M,Nvidia,Windows 10,Intel,15.6,2.3,8 MB,256MB,2.04,2476$
641,Apple,Flash,Iris Pro Graphics,Intel,Mac OS X,Intel,15.4,2.2,16 MB,256MB,2.04,2354$
642,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8 MB,256MB,2.04,1177$
643,HP,SSD,GeForce 930MX,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,256MB,2.04,1121$
644,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,256MB,2.04,1077$
645,HP,Hybrid,GeForce 930MX,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,128MB,2.04,1077$
646,HP,HDD,GeForce 930MX,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,1000MB,2.04,990$
647,HP,SSD,GeForce 930MX,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.04,978$
648,HP,HDD,GeForce 930MX,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.04,931$
649,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,256MB,2.04,923$
650,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.04,887$
651,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4 MB,256MB,2.04,847$
652,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,500MB,2.04,816$
653,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4 MB,500MB,2.04,754$
654,HP,HDD,Radeon R7 Graphics,AMD,Windows 10,AMD,15.6,2.5,8 MB,2000MB,2.04,692$
655,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8 MB,2000MB,2.04,692$
656,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,6 MB,1000MB,2.04,637$
657,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.04,615$
658,HP,Hybrid,Radeon R7 M440,AMD,Windows 10,AMD,15.6,2.9,6 MB,1000MB,2.04,605$
659,HP,Hybrid,Radeon R7 M440,AMD,Windows 10,AMD,15.6,2.9,6 MB,1000MB,2.04,605$
660,HP,Hybrid,Radeon R7 M440,AMD,Windows 10,AMD,15.6,2.9,6 MB,1000MB,2.04,605$
661,HP,HDD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2,6 MB,1000MB,2.04,593$
662,HP,HDD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,4 MB,1000MB,2.04,574$
663,HP,HDD,HD Graphics 405,Intel,Windows 10,Intel,15.6,1.6,8 MB,2000MB,2.04,428$
664,Asus,HDD,Radeon R5 M420,AMD,Windows 10,AMD,15.6,3,4 MB,1000MB,2.03,443$
665,Lenovo,SSD,HD Graphics 520,Intel,Windows 7,Intel,14,2.3,8 MB,256MB,2.02,1474$
666,Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,8 MB,256MB,2.02,1257$
667,Dell,Hybrid,Radeon 530,AMD,Linux,Intel,15.6,1.8,16 MB,256MB,2.02,1154$
668,Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4 MB,500MB,2.02,1089$
669,Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,8 MB,128MB,2.02,1068$
670,Dell,Hybrid,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,8 MB,128MB,2.02,941$
671,Dell,HDD,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,8 MB,2000MB,2.02,835$
672,HP,SSD,Quadro M1000M,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,8MB,2,2474$
673,Dell,SSD,Quadro M1200,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,256MB,2,2349$
674,HP,SSD,Quadro M1000M,Nvidia,Windows 7,Intel,15.6,2.6,8 MB,256MB,2,2089$
675,Lenovo,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,512MB,2,2089$
676,Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,256MB,2,2012$
677,Dell,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,256MB,2,2002$
678,Lenovo,SSD,GeForce GTX 1050M,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,512MB,2,1869$
679,Toshiba,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8 MB,256MB,2,1527$
680,Asus,Hybrid,HD Graphics 620,Intel,Windows 10,Intel,14,2.7,8 MB,256MB,2,1467$
681,Lenovo,SSD,HD Graphics 630,Intel,Windows 10,Intel,15.6,2.8,8 MB,256MB,2,1429$
682,Asus,Hybrid,GeForce GTX 960M,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,256MB,2,1429$
683,Dell,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,16 MB,512MB,2,1414$
684,Toshiba,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,2,1384$
685,Asus,Hybrid,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8 MB,256MB,2,1346$
686,Dell,Hybrid,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,128MB,2,1328$
687,Dell,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,1.6,8 MB,256MB,2,1257$
688,Asus,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.7,8 MB,256MB,2,1203$
689,Toshiba,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,500MB,2,1170$
690,Asus,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,8 MB,256MB,2,1040$
691,Toshiba,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,2,1037$
692,Toshiba,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,500MB,2,946$
693,Toshiba,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,128MB,2,872$
694,Asus,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.4,4 MB,256MB,2,846$
